Id,Label,EntityType,Subtype,Domain,SourceLayer,FamilyId,FamilyName,ImplementationState,PrimaryGradeBand,PrimaryContentDomain,OfficialIdentifier,DocumentPath,ArtifactType,Purpose,DeliveryFormat,SourcePath,DecisionType,Outcome,RegistryId,SliceId,Status,ReviewStatus,SupportedProfiles,MappedFamilyIds,MappedGradeBands,MappedContentDomains,NodeIds,EntryNodeIds,LearnerStateFields,VerificationGateTargets,FailureModeTargets,InterventionTargets,ResponseModesSupported,AccessibilityTags,LanguageSupportTags,AppliesWhen
capability:E5C,E5C macroeconomic_patterns_global_trade_and_finance_basics_explanation_and_application,CapabilityNode,capability,social_studies,capability_topology,E,economics_and_exchange_systems,drafted,Kindergarten to Grade 12,economics and exchange systems,E5C,domains/social_studies/nodes/e5c-macroeconomic-patterns-global-trade-and-finance-basics-explanation-and-application/README.md,,,,,,,,,Drafted,draft,economics-decomposition-node-package,E,Kindergarten to Grade 12,economics and exchange systems,,,,direct_performance;meaning;transfer;retention,4,,,,,
capability:E6,E6 economic_analysis_policy_tradeoffs_and_capstone_modeling,CapabilityNode,capability,social_studies,capability_topology,E,economics_and_exchange_systems,drafted,Kindergarten to Grade 12,economics and exchange systems,E6,domains/social_studies/nodes/e6-economic-analysis-policy-tradeoffs-and-capstone-modeling/README.md,,,,,,,,,Drafted,draft,economic-analysis-capstone-node-package,E,Kindergarten to Grade 12,economics and exchange systems,,,,direct_performance;meaning;transfer;retention,4,,,,,
capability:E6A,E6A economic_analysis_policy_tradeoffs_and_capstone_modeling_foundations_and_examples,CapabilityNode,capability,social_studies,capability_topology,E,economics_and_exchange_systems,drafted,Kindergarten to Grade 12,economics and exchange systems,E6A,domains/social_studies/nodes/e6a-economic-analysis-policy-tradeoffs-and-capstone-modeling-foundations-and-examples/README.md,,,,,,,,,Drafted,draft,economics-decomposition-node-package,E,Kindergarten to Grade 12,economics and exchange systems,,,,direct_performance;meaning;transfer;retention,4,,,,,
capability:E6B,E6B economic_analysis_policy_tradeoffs_and_capstone_modeling_classification_and_organization,CapabilityNode,capability,social_studies,capability_topology,E,economics_and_exchange_systems,drafted,Kindergarten to Grade 12,economics and exchange systems,E6B,domains/social_studies/nodes/e6b-economic-analysis-policy-tradeoffs-and-capstone-modeling-classification-and-organization/README.md,,,,,,,,,Drafted,draft,economics-decomposition-node-package,E,Kindergarten to Grade 12,economics and exchange systems,,,,direct_performance;meaning;transfer;retention,4,,,,,
capability:E6C,E6C economic_analysis_policy_tradeoffs_and_capstone_modeling_explanation_and_application,CapabilityNode,capability,social_studies,capability_topology,E,economics_and_exchange_systems,drafted,Kindergarten to Grade 12,economics and exchange systems,E6C,domains/social_studies/nodes/e6c-economic-analysis-policy-tradeoffs-and-capstone-modeling-explanation-and-application/README.md,,,,,,,,,Drafted,draft,economics-decomposition-node-package,E,Kindergarten to Grade 12,economics and exchange systems,,,,direct_performance;meaning;transfer;retention,4,,,,,
capability:G1,G1 place_maps_and_environmental_features,CapabilityNode,capability,social_studies,capability_topology,G,geography_and_human_environment_systems,drafted,Kindergarten to Grade 12,geography and human-environment systems,G1,domains/social_studies/nodes/g1-place-maps-and-environmental-features/README.md,,,,,,,,,Drafted,draft,geography-entry-node-package,G,Kindergarten to Grade 12,geography and human-environment systems,,,,direct_performance;meaning;transfer;retention,4,,,,,
capability:G1A,G1A place_maps_and_environmental_features_foundations_and_examples,CapabilityNode,capability,social_studies,capability_topology,G,geography_and_human_environment_systems,drafted,Kindergarten to Grade 12,geography and human-environment systems,G1A,domains/social_studies/nodes/g1a-place-maps-and-environmental-features-foundations-and-examples/README.md,,,,,,,,,Drafted,draft,geography-decomposition-node-package,G,Kindergarten to Grade 12,geography and human-environment systems,,,,direct_performance;meaning;transfer;retention,4,,,,,
capability:G1B,G1B place_maps_and_environmental_features_classification_and_organization,CapabilityNode,capability,social_studies,capability_topology,G,geography_and_human_environment_systems,drafted,Kindergarten to Grade 12,geography and human-environment systems,G1B,domains/social_studies/nodes/g1b-place-maps-and-environmental-features-classification-and-organization/README.md,,,,,,,,,Drafted,draft,geography-decomposition-node-package,G,Kindergarten to Grade 12,geography and human-environment systems,,,,direct_performance;meaning;transfer;retention,4,,,,,
capability:G1C,G1C place_maps_and_environmental_features_explanation_and_application,CapabilityNode,capability,social_studies,capability_topology,G,geography_and_human_environment_systems,drafted,Kindergarten to Grade 12,geography and human-environment systems,G1C,domains/social_studies/nodes/g1c-place-maps-and-environmental-features-explanation-and-application/README.md,,,,,,,,,Drafted,draft,geography-decomposition-node-package,G,Kindergarten to Grade 12,geography and human-environment systems,,,,direct_performance;meaning;transfer;retention,4,,,,,
capability:G2,G2 human_environment_interaction_and_regions,CapabilityNode,capability,social_studies,capability_topology,G,geography_and_human_environment_systems,drafted,Kindergarten to Grade 12,geography and human-environment systems,G2,domains/social_studies/nodes/g2-human-environment-interaction-and-regions/README.md,,,,,,,,,Drafted,draft,geography-interaction-node-package,G,Kindergarten to Grade 12,geography and human-environment systems,,,,direct_performance;meaning;transfer;retention,4,,,,,
capability:G2A,G2A human_environment_interaction_and_regions_foundations_and_examples,CapabilityNode,capability,social_studies,capability_topology,G,geography_and_human_environment_systems,drafted,Kindergarten to Grade 12,geography and human-environment systems,G2A,domains/social_studies/nodes/g2a-human-environment-interaction-and-regions-foundations-and-examples/README.md,,,,,,,,,Drafted,draft,geography-decomposition-node-package,G,Kindergarten to Grade 12,geography and human-environment systems,,,,direct_performance;meaning;transfer;retention,4,,,,,
capability:G2B,G2B human_environment_interaction_and_regions_classification_and_organization,CapabilityNode,capability,social_studies,capability_topology,G,geography_and_human_environment_systems,drafted,Kindergarten to Grade 12,geography and human-environment systems,G2B,domains/social_studies/nodes/g2b-human-environment-interaction-and-regions-classification-and-organization/README.md,,,,,,,,,Drafted,draft,geography-decomposition-node-package,G,Kindergarten to Grade 12,geography and human-environment systems,,,,direct_performance;meaning;transfer;retention,4,,,,,
capability:G2C,G2C human_environment_interaction_and_regions_explanation_and_application,CapabilityNode,capability,social_studies,capability_topology,G,geography_and_human_environment_systems,drafted,Kindergarten to Grade 12,geography and human-environment systems,G2C,domains/social_studies/nodes/g2c-human-environment-interaction-and-regions-explanation-and-application/README.md,,,,,,,,,Drafted,draft,geography-decomposition-node-package,G,Kindergarten to Grade 12,geography and human-environment systems,,,,direct_performance;meaning;transfer;retention,4,,,,,
capability:G3,G3 spatial_patterns_movement_and_resources,CapabilityNode,capability,social_studies,capability_topology,G,geography_and_human_environment_systems,drafted,Kindergarten to Grade 12,geography and human-environment systems,G3,domains/social_studies/nodes/g3-spatial-patterns-movement-and-resources/README.md,,,,,,,,,Drafted,draft,geography-patterns-node-package,G,Kindergarten to Grade 12,geography and human-environment systems,,,,direct_performance;meaning;transfer;retention,4,,,,,
capability:G3A,G3A spatial_patterns_movement_and_resources_foundations_and_examples,CapabilityNode,capability,social_studies,capability_topology,G,geography_and_human_environment_systems,drafted,Kindergarten to Grade 12,geography and human-environment systems,G3A,domains/social_studies/nodes/g3a-spatial-patterns-movement-and-resources-foundations-and-examples/README.md,,,,,,,,,Drafted,draft,geography-decomposition-node-package,G,Kindergarten to Grade 12,geography and human-environment systems,,,,direct_performance;meaning;transfer;retention,4,,,,,
capability:G3B,G3B spatial_patterns_movement_and_resources_classification_and_organization,CapabilityNode,capability,social_studies,capability_topology,G,geography_and_human_environment_systems,drafted,Kindergarten to Grade 12,geography and human-environment systems,G3B,domains/social_studies/nodes/g3b-spatial-patterns-movement-and-resources-classification-and-organization/README.md,,,,,,,,,Drafted,draft,geography-decomposition-node-package,G,Kindergarten to Grade 12,geography and human-environment systems,,,,direct_performance;meaning;transfer;retention,4,,,,,
capability:G3C,G3C spatial_patterns_movement_and_resources_explanation_and_application,CapabilityNode,capability,social_studies,capability_topology,G,geography_and_human_environment_systems,drafted,Kindergarten to Grade 12,geography and human-environment systems,G3C,domains/social_studies/nodes/g3c-spatial-patterns-movement-and-resources-explanation-and-application/README.md,,,,,,,,,Drafted,draft,geography-decomposition-node-package,G,Kindergarten to Grade 12,geography and human-environment systems,,,,direct_performance;meaning;transfer;retention,4,,,,,
capability:G4,G4 geographic_reasoning_with_maps_data_and_scale,CapabilityNode,capability,social_studies,capability_topology,G,geography_and_human_environment_systems,drafted,Kindergarten to Grade 12,geography and human-environment systems,G4,domains/social_studies/nodes/g4-geographic-reasoning-with-maps-data-and-scale/README.md,,,,,,,,,Drafted,draft,geography-scale-node-package,G,Kindergarten to Grade 12,geography and human-environment systems,,,,direct_performance;meaning;transfer;retention,4,,,,,
capability:G4A,G4A geographic_reasoning_with_maps_data_and_scale_foundations_and_examples,CapabilityNode,capability,social_studies,capability_topology,G,geography_and_human_environment_systems,drafted,Kindergarten to Grade 12,geography and human-environment systems,G4A,domains/social_studies/nodes/g4a-geographic-reasoning-with-maps-data-and-scale-foundations-and-examples/README.md,,,,,,,,,Drafted,draft,geography-decomposition-node-package,G,Kindergarten to Grade 12,geography and human-environment systems,,,,direct_performance;meaning;transfer;retention,4,,,,,
capability:G4B,G4B geographic_reasoning_with_maps_data_and_scale_classification_and_organization,CapabilityNode,capability,social_studies,capability_topology,G,geography_and_human_environment_systems,drafted,Kindergarten to Grade 12,geography and human-environment systems,G4B,domains/social_studies/nodes/g4b-geographic-reasoning-with-maps-data-and-scale-classification-and-organization/README.md,,,,,,,,,Drafted,draft,geography-decomposition-node-package,G,Kindergarten to Grade 12,geography and human-environment systems,,,,direct_performance;meaning;transfer;retention,4,,,,,
capability:G4C,G4C geographic_reasoning_with_maps_data_and_scale_explanation_and_application,CapabilityNode,capability,social_studies,capability_topology,G,geography_and_human_environment_systems,drafted,Kindergarten to Grade 12,geography and human-environment systems,G4C,domains/social_studies/nodes/g4c-geographic-reasoning-with-maps-data-and-scale-explanation-and-application/README.md,,,,,,,,,Drafted,draft,geography-decomposition-node-package,G,Kindergarten to Grade 12,geography and human-environment systems,,,,direct_performance;meaning;transfer;retention,4,,,,,
capability:G5,G5 global_interdependence_migration_and_sustainability,CapabilityNode,capability,social_studies,capability_topology,G,geography_and_human_environment_systems,drafted,Kindergarten to Grade 12,geography and human-environment systems,G5,domains/social_studies/nodes/g5-global-interdependence-migration-and-sustainability/README.md,,,,,,,,,Drafted,draft,geography-interdependence-node-package,G,Kindergarten to Grade 12,geography and human-environment systems,,,,direct_performance;meaning;transfer;retention,4,,,,,
capability:G5A,G5A global_interdependence_migration_and_sustainability_foundations_and_examples,CapabilityNode,capability,social_studies,capability_topology,G,geography_and_human_environment_systems,drafted,Kindergarten to Grade 12,geography and human-environment systems,G5A,domains/social_studies/nodes/g5a-global-interdependence-migration-and-sustainability-foundations-and-examples/README.md,,,,,,,,,Drafted,draft,geography-decomposition-node-package,G,Kindergarten to Grade 12,geography and human-environment systems,,,,direct_performance;meaning;transfer;retention,4,,,,,
capability:G5B,G5B global_interdependence_migration_and_sustainability_classification_and_organization,CapabilityNode,capability,social_studies,capability_topology,G,geography_and_human_environment_systems,drafted,Kindergarten to Grade 12,geography and human-environment systems,G5B,domains/social_studies/nodes/g5b-global-interdependence-migration-and-sustainability-classification-and-organization/README.md,,,,,,,,,Drafted,draft,geography-decomposition-node-package,G,Kindergarten to Grade 12,geography and human-environment systems,,,,direct_performance;meaning;transfer;retention,4,,,,,
capability:G5C,G5C global_interdependence_migration_and_sustainability_explanation_and_application,CapabilityNode,capability,social_studies,capability_topology,G,geography_and_human_environment_systems,drafted,Kindergarten to Grade 12,geography and human-environment systems,G5C,domains/social_studies/nodes/g5c-global-interdependence-migration-and-sustainability-explanation-and-application/README.md,,,,,,,,,Drafted,draft,geography-decomposition-node-package,G,Kindergarten to Grade 12,geography and human-environment systems,,,,direct_performance;meaning;transfer;retention,4,,,,,
capability:G6,G6 geospatial_analysis_and_policy_application,CapabilityNode,capability,social_studies,capability_topology,G,geography_and_human_environment_systems,drafted,Kindergarten to Grade 12,geography and human-environment systems,G6,domains/social_studies/nodes/g6-geospatial-analysis-and-policy-application/README.md,,,,,,,,,Drafted,draft,geospatial-policy-node-package,G,Kindergarten to Grade 12,geography and human-environment systems,,,,direct_performance;meaning;transfer;retention,4,,,,,
capability:G6A,G6A geospatial_analysis_and_policy_application_foundations_and_examples,CapabilityNode,capability,social_studies,capability_topology,G,geography_and_human_environment_systems,drafted,Kindergarten to Grade 12,geography and human-environment systems,G6A,domains/social_studies/nodes/g6a-geospatial-analysis-and-policy-application-foundations-and-examples/README.md,,,,,,,,,Drafted,draft,geography-decomposition-node-package,G,Kindergarten to Grade 12,geography and human-environment systems,,,,direct_performance;meaning;transfer;retention,4,,,,,
capability:G6B,G6B geospatial_analysis_and_policy_application_classification_and_organization,CapabilityNode,capability,social_studies,capability_topology,G,geography_and_human_environment_systems,drafted,Kindergarten to Grade 12,geography and human-environment systems,G6B,domains/social_studies/nodes/g6b-geospatial-analysis-and-policy-application-classification-and-organization/README.md,,,,,,,,,Drafted,draft,geography-decomposition-node-package,G,Kindergarten to Grade 12,geography and human-environment systems,,,,direct_performance;meaning;transfer;retention,4,,,,,
capability:G6C,G6C geospatial_analysis_and_policy_application_explanation_and_application,CapabilityNode,capability,social_studies,capability_topology,G,geography_and_human_environment_systems,drafted,Kindergarten to Grade 12,geography and human-environment systems,G6C,domains/social_studies/nodes/g6c-geospatial-analysis-and-policy-application-explanation-and-application/README.md,,,,,,,,,Drafted,draft,geography-decomposition-node-package,G,Kindergarten to Grade 12,geography and human-environment systems,,,,direct_performance;meaning;transfer;retention,4,,,,,
capability:H1,H1 chronology_identity_and_community_memory,CapabilityNode,capability,social_studies,capability_topology,H,history_and_source_reasoning,drafted,Kindergarten to Grade 12,history and source reasoning,H1,domains/social_studies/nodes/h1-chronology-identity-and-community-memory/README.md,,,,,,,,,Drafted,draft,history-entry-node-package,H,Kindergarten to Grade 12,history and source reasoning,,,,direct_performance;meaning;transfer;retention,4,,,,,
capability:H1A,H1A chronology_identity_and_community_memory_foundations_and_examples,CapabilityNode,capability,social_studies,capability_topology,H,history_and_source_reasoning,drafted,Kindergarten to Grade 12,history and source reasoning,H1A,domains/social_studies/nodes/h1a-chronology-identity-and-community-memory-foundations-and-examples/README.md,,,,,,,,,Drafted,draft,history-decomposition-node-package,H,Kindergarten to Grade 12,history and source reasoning,,,,direct_performance;meaning;transfer;retention,4,,,,,
capability:H1B,H1B chronology_identity_and_community_memory_classification_and_organization,CapabilityNode,capability,social_studies,capability_topology,H,history_and_source_reasoning,drafted,Kindergarten to Grade 12,history and source reasoning,H1B,domains/social_studies/nodes/h1b-chronology-identity-and-community-memory-classification-and-organization/README.md,,,,,,,,,Drafted,draft,history-decomposition-node-package,H,Kindergarten to Grade 12,history and source reasoning,,,,direct_performance;meaning;transfer;retention,4,,,,,
capability:H1C,H1C chronology_identity_and_community_memory_explanation_and_application,CapabilityNode,capability,social_studies,capability_topology,H,history_and_source_reasoning,drafted,Kindergarten to Grade 12,history and source reasoning,H1C,domains/social_studies/nodes/h1c-chronology-identity-and-community-memory-explanation-and-application/README.md,,,,,,,,,Drafted,draft,history-decomposition-node-package,H,Kindergarten to Grade 12,history and source reasoning,,,,direct_performance;meaning;transfer;retention,4,,,,,
capability:H1D,H1D chronology_identity_and_community_memory_transfer_and_contextual_use,CapabilityNode,capability,social_studies,capability_topology,H,history_and_source_reasoning,drafted,Kindergarten to Grade 12,history and source reasoning,H1D,domains/social_studies/nodes/h1d-chronology-identity-and-community-memory-transfer-and-contextual-use/README.md,,,,,,,,,Drafted,draft,history-decomposition-node-package,H,Kindergarten to Grade 12,history and source reasoning,,,,direct_performance;meaning;transfer;retention,4,,,,,
capability:H2,H2 historical_sources_and_past_present_comparison,CapabilityNode,capability,social_studies,capability_topology,H,history_and_source_reasoning,drafted,Kindergarten to Grade 12,history and source reasoning,H2,domains/social_studies/nodes/h2-historical-sources-and-past-present-comparison/README.md,,,,,,,,,Drafted,draft,history-comparison-node-package,H,Kindergarten to Grade 12,history and source reasoning,,,,direct_performance;meaning;transfer;retention,4,,,,,
capability:H2A,H2A historical_sources_and_past_present_comparison_foundations_and_examples,CapabilityNode,capability,social_studies,capability_topology,H,history_and_source_reasoning,drafted,Kindergarten to Grade 12,history and source reasoning,H2A,domains/social_studies/nodes/h2a-historical-sources-and-past-present-comparison-foundations-and-examples/README.md,,,,,,,,,Drafted,draft,history-decomposition-node-package,H,Kindergarten to Grade 12,history and source reasoning,,,,direct_performance;meaning;transfer;retention,4,,,,,
capability:H2B,H2B historical_sources_and_past_present_comparison_classification_and_organization,CapabilityNode,capability,social_studies,capability_topology,H,history_and_source_reasoning,drafted,Kindergarten to Grade 12,history and source reasoning,H2B,domains/social_studies/nodes/h2b-historical-sources-and-past-present-comparison-classification-and-organization/README.md,,,,,,,,,Drafted,draft,history-decomposition-node-package,H,Kindergarten to Grade 12,history and source reasoning,,,,direct_performance;meaning;transfer;retention,4,,,,,
capability:H2C,H2C historical_sources_and_past_present_comparison_explanation_and_application,CapabilityNode,capability,social_studies,capability_topology,H,history_and_source_reasoning,drafted,Kindergarten to Grade 12,history and source reasoning,H2C,domains/social_studies/nodes/h2c-historical-sources-and-past-present-comparison-explanation-and-application/README.md,,,,,,,,,Drafted,draft,history-decomposition-node-package,H,Kindergarten to Grade 12,history and source reasoning,,,,direct_performance;meaning;transfer;retention,4,,,,,
capability:H2D,H2D historical_sources_and_past_present_comparison_transfer_and_contextual_use,CapabilityNode,capability,social_studies,capability_topology,H,history_and_source_reasoning,drafted,Kindergarten to Grade 12,history and source reasoning,H2D,domains/social_studies/nodes/h2d-historical-sources-and-past-present-comparison-transfer-and-contextual-use/README.md,,,,,,,,,Drafted,draft,history-decomposition-node-package,H,Kindergarten to Grade 12,history and source reasoning,,,,direct_performance;meaning;transfer;retention,4,,,,,
capability:H3,H3 causation_context_and_change_over_time,CapabilityNode,capability,social_studies,capability_topology,H,history_and_source_reasoning,drafted,Kindergarten to Grade 12,history and source reasoning,H3,domains/social_studies/nodes/h3-causation-context-and-change-over-time/README.md,,,,,,,,,Drafted,draft,history-causation-node-package,H,Kindergarten to Grade 12,history and source reasoning,,,,direct_performance;meaning;transfer;retention,4,,,,,
capability:H3A,H3A causation_context_and_change_over_time_foundations_and_examples,CapabilityNode,capability,social_studies,capability_topology,H,history_and_source_reasoning,drafted,Kindergarten to Grade 12,history and source reasoning,H3A,domains/social_studies/nodes/h3a-causation-context-and-change-over-time-foundations-and-examples/README.md,,,,,,,,,Drafted,draft,history-decomposition-node-package,H,Kindergarten to Grade 12,history and source reasoning,,,,direct_performance;meaning;transfer;retention,4,,,,,
capability:H3B,H3B causation_context_and_change_over_time_classification_and_organization,CapabilityNode,capability,social_studies,capability_topology,H,history_and_source_reasoning,drafted,Kindergarten to Grade 12,history and source reasoning,H3B,domains/social_studies/nodes/h3b-causation-context-and-change-over-time-classification-and-organization/README.md,,,,,,,,,Drafted,draft,history-decomposition-node-package,H,Kindergarten to Grade 12,history and source reasoning,,,,direct_performance;meaning;transfer;retention,4,,,,,
capability:H3C,H3C causation_context_and_change_over_time_explanation_and_application,CapabilityNode,capability,social_studies,capability_topology,H,history_and_source_reasoning,drafted,Kindergarten to Grade 12,history and source reasoning,H3C,domains/social_studies/nodes/h3c-causation-context-and-change-over-time-explanation-and-application/README.md,,,,,,,,,Drafted,draft,history-decomposition-node-package,H,Kindergarten to Grade 12,history and source reasoning,,,,direct_performance;meaning;transfer;retention,4,,,,,
capability:H3D,H3D causation_context_and_change_over_time_transfer_and_contextual_use,CapabilityNode,capability,social_studies,capability_topology,H,history_and_source_reasoning,drafted,Kindergarten to Grade 12,history and source reasoning,H3D,domains/social_studies/nodes/h3d-causation-context-and-change-over-time-transfer-and-contextual-use/README.md,,,,,,,,,Drafted,draft,history-decomposition-node-package,H,Kindergarten to Grade 12,history and source reasoning,,,,direct_performance;meaning;transfer;retention,4,,,,,
capability:H4,H4 sourcing_corroboration_and_historical_argument,CapabilityNode,capability,social_studies,capability_topology,H,history_and_source_reasoning,drafted,Kindergarten to Grade 12,history and source reasoning,H4,domains/social_studies/nodes/h4-sourcing-corroboration-and-historical-argument/README.md,,,,,,,,,Drafted,draft,history-argument-node-package,H,Kindergarten to Grade 12,history and source reasoning,,,,direct_performance;meaning;transfer;retention,4,,,,,
capability:H4A,H4A sourcing_corroboration_and_historical_argument_foundations_and_examples,CapabilityNode,capability,social_studies,capability_topology,H,history_and_source_reasoning,drafted,Kindergarten to Grade 12,history and source reasoning,H4A,domains/social_studies/nodes/h4a-sourcing-corroboration-and-historical-argument-foundations-and-examples/README.md,,,,,,,,,Drafted,draft,history-decomposition-node-package,H,Kindergarten to Grade 12,history and source reasoning,,,,direct_performance;meaning;transfer;retention,4,,,,,
capability:H4B,H4B sourcing_corroboration_and_historical_argument_classification_and_organization,CapabilityNode,capability,social_studies,capability_topology,H,history_and_source_reasoning,drafted,Kindergarten to Grade 12,history and source reasoning,H4B,domains/social_studies/nodes/h4b-sourcing-corroboration-and-historical-argument-classification-and-organization/README.md,,,,,,,,,Drafted,draft,history-decomposition-node-package,H,Kindergarten to Grade 12,history and source reasoning,,,,direct_performance;meaning;transfer;retention,4,,,,,
capability:H4C,H4C sourcing_corroboration_and_historical_argument_explanation_and_application,CapabilityNode,capability,social_studies,capability_topology,H,history_and_source_reasoning,drafted,Kindergarten to Grade 12,history and source reasoning,H4C,domains/social_studies/nodes/h4c-sourcing-corroboration-and-historical-argument-explanation-and-application/README.md,,,,,,,,,Drafted,draft,history-decomposition-node-package,H,Kindergarten to Grade 12,history and source reasoning,,,,direct_performance;meaning;transfer;retention,4,,,,,
capability:H4D,H4D sourcing_corroboration_and_historical_argument_transfer_and_contextual_use,CapabilityNode,capability,social_studies,capability_topology,H,history_and_source_reasoning,drafted,Kindergarten to Grade 12,history and source reasoning,H4D,domains/social_studies/nodes/h4d-sourcing-corroboration-and-historical-argument-transfer-and-contextual-use/README.md,,,,,,,,,Drafted,draft,history-decomposition-node-package,H,Kindergarten to Grade 12,history and source reasoning,,,,direct_performance;meaning;transfer;retention,4,,,,,
capability:H5,H5 thematic_historical_analysis_and_periodization,CapabilityNode,capability,social_studies,capability_topology,H,history_and_source_reasoning,drafted,Kindergarten to Grade 12,history and source reasoning,H5,domains/social_studies/nodes/h5-thematic-historical-analysis-and-periodization/README.md,,,,,,,,,Drafted,draft,history-periodization-node-package,H,Kindergarten to Grade 12,history and source reasoning,,,,direct_performance;meaning;transfer;retention,4,,,,,
capability:H5A,H5A thematic_historical_analysis_and_periodization_foundations_and_examples,CapabilityNode,capability,social_studies,capability_topology,H,history_and_source_reasoning,drafted,Kindergarten to Grade 12,history and source reasoning,H5A,domains/social_studies/nodes/h5a-thematic-historical-analysis-and-periodization-foundations-and-examples/README.md,,,,,,,,,Drafted,draft,history-decomposition-node-package,H,Kindergarten to Grade 12,history and source reasoning,,,,direct_performance;meaning;transfer;retention,4,,,,,
capability:H5B,H5B thematic_historical_analysis_and_periodization_classification_and_organization,CapabilityNode,capability,social_studies,capability_topology,H,history_and_source_reasoning,drafted,Kindergarten to Grade 12,history and source reasoning,H5B,domains/social_studies/nodes/h5b-thematic-historical-analysis-and-periodization-classification-and-organization/README.md,,,,,,,,,Drafted,draft,history-decomposition-node-package,H,Kindergarten to Grade 12,history and source reasoning,,,,direct_performance;meaning;transfer;retention,4,,,,,
capability:H5C,H5C thematic_historical_analysis_and_periodization_explanation_and_application,CapabilityNode,capability,social_studies,capability_topology,H,history_and_source_reasoning,drafted,Kindergarten to Grade 12,history and source reasoning,H5C,domains/social_studies/nodes/h5c-thematic-historical-analysis-and-periodization-explanation-and-application/README.md,,,,,,,,,Drafted,draft,history-decomposition-node-package,H,Kindergarten to Grade 12,history and source reasoning,,,,direct_performance;meaning;transfer;retention,4,,,,,
capability:H5D,H5D thematic_historical_analysis_and_periodization_transfer_and_contextual_use,CapabilityNode,capability,social_studies,capability_topology,H,history_and_source_reasoning,drafted,Kindergarten to Grade 12,history and source reasoning,H5D,domains/social_studies/nodes/h5d-thematic-historical-analysis-and-periodization-transfer-and-contextual-use/README.md,,,,,,,,,Drafted,draft,history-decomposition-node-package,H,Kindergarten to Grade 12,history and source reasoning,,,,direct_performance;meaning;transfer;retention,4,,,,,
capability:H6,H6 historiography_public_history_and_capstone_argument,CapabilityNode,capability,social_studies,capability_topology,H,history_and_source_reasoning,drafted,Kindergarten to Grade 12,history and source reasoning,H6,domains/social_studies/nodes/h6-historiography-public-history-and-capstone-argument/README.md,,,,,,,,,Drafted,draft,historiography-public-history-node-package,H,Kindergarten to Grade 12,history and source reasoning,,,,direct_performance;meaning;transfer;retention,4,,,,,
capability:H6A,H6A historiography_public_history_and_capstone_argument_foundations_and_examples,CapabilityNode,capability,social_studies,capability_topology,H,history_and_source_reasoning,drafted,Kindergarten to Grade 12,history and source reasoning,H6A,domains/social_studies/nodes/h6a-historiography-public-history-and-capstone-argument-foundations-and-examples/README.md,,,,,,,,,Drafted,draft,history-decomposition-node-package,H,Kindergarten to Grade 12,history and source reasoning,,,,direct_performance;meaning;transfer;retention,4,,,,,
capability:H6B,H6B historiography_public_history_and_capstone_argument_classification_and_organization,CapabilityNode,capability,social_studies,capability_topology,H,history_and_source_reasoning,drafted,Kindergarten to Grade 12,history and source reasoning,H6B,domains/social_studies/nodes/h6b-historiography-public-history-and-capstone-argument-classification-and-organization/README.md,,,,,,,,,Drafted,draft,history-decomposition-node-package,H,Kindergarten to Grade 12,history and source reasoning,,,,direct_performance;meaning;transfer;retention,4,,,,,
capability:H6C,H6C historiography_public_history_and_capstone_argument_explanation_and_application,CapabilityNode,capability,social_studies,capability_topology,H,history_and_source_reasoning,drafted,Kindergarten to Grade 12,history and source reasoning,H6C,domains/social_studies/nodes/h6c-historiography-public-history-and-capstone-argument-explanation-and-application/README.md,,,,,,,,,Drafted,draft,history-decomposition-node-package,H,Kindergarten to Grade 12,history and source reasoning,,,,direct_performance;meaning;transfer;retention,4,,,,,
capability:H6D,H6D historiography_public_history_and_capstone_argument_transfer_and_contextual_use,CapabilityNode,capability,social_studies,capability_topology,H,history_and_source_reasoning,drafted,Kindergarten to Grade 12,history and source reasoning,H6D,domains/social_studies/nodes/h6d-historiography-public-history-and-capstone-argument-transfer-and-contextual-use/README.md,,,,,,,,,Drafted,draft,history-decomposition-node-package,H,Kindergarten to Grade 12,history and source reasoning,,,,direct_performance;meaning;transfer;retention,4,,,,,
capability:Q1,Q1 observe_describe_and_question,CapabilityNode,capability,social_studies,capability_topology,Q,inquiry_evidence_and_discourse,drafted,Kindergarten to Grade 12,"inquiry, evidence, and discourse",Q1,domains/social_studies/nodes/q1-observe-describe-and-question/README.md,,,,,,,,,Drafted,draft,inquiry-entry-node-package,Q,Kindergarten to Grade 12,"inquiry, evidence, and discourse",,,,direct_performance;meaning;transfer;retention,4,,,,,
capability:Q1A,Q1A observe_describe_and_question_foundations_and_examples,CapabilityNode,capability,social_studies,capability_topology,Q,inquiry_evidence_and_discourse,drafted,Kindergarten to Grade 12,"inquiry, evidence, and discourse",Q1A,domains/social_studies/nodes/q1a-observe-describe-and-question-foundations-and-examples/README.md,,,,,,,,,Drafted,draft,inquiry-decomposition-node-package,Q,Kindergarten to Grade 12,"inquiry, evidence, and discourse",,,,direct_performance;meaning;transfer;retention,4,,,,,
capability:Q1B,Q1B observe_describe_and_question_classification_and_organization,CapabilityNode,capability,social_studies,capability_topology,Q,inquiry_evidence_and_discourse,drafted,Kindergarten to Grade 12,"inquiry, evidence, and discourse",Q1B,domains/social_studies/nodes/q1b-observe-describe-and-question-classification-and-organization/README.md,,,,,,,,,Drafted,draft,inquiry-decomposition-node-package,Q,Kindergarten to Grade 12,"inquiry, evidence, and discourse",,,,direct_performance;meaning;transfer;retention,4,,,,,
