id:ID(Entity),name,entity_type,domain,source_layer,subtype,family_id,family_name,implementation_state,primary_grade_band,primary_content_domain,official_identifier,document_path,artifact_type,purpose,delivery_format,source_path,decision_type,outcome,registry_id,slice_id,status,review_status,supported_profiles:string[],mapped_family_ids:string[],mapped_grade_bands:string[],mapped_content_domains:string[],node_ids:string[],entry_node_ids:string[],learner_state_fields:string[],verification_gate_targets:string[],failure_mode_targets:string[],intervention_targets:string[],response_modes_supported:string[],accessibility_tags:string[],language_support_tags:string[],applies_when:string[],:LABEL
capability:F6,fraction_magnitude_beyond_one_whole,CapabilityNode,mathematics,capability_topology,capability,F,fraction_readiness_and_early_fraction,implemented,Grades 3-5,number and operations with fractions,F6,,,,,,,,,,,,,F,Grades 3-5,number and operations with fractions,,,,,,,,,,,Entity;CapabilityNode
family:q,ratio_and_proportional_reasoning,CapabilityFamily,mathematics,capability_topology,family,Q,ratio_and_proportional_reasoning,,,,,,,,,,,,,,,,,Q,,,,,,,,,,,,,Entity;CapabilityFamily
capability:Q1,ratio_as_multiplicative_comparison,CapabilityNode,mathematics,capability_topology,capability,Q,ratio_and_proportional_reasoning,implemented,Grades 6-7,ratios and proportional relationships,Q1,,,,,,,,,,,,,Q,Grades 6-7,ratios and proportional relationships,,,,,,,,,,,Entity;CapabilityNode
capability:Q2,unit_rate_reasoning,CapabilityNode,mathematics,capability_topology,capability,Q,ratio_and_proportional_reasoning,implemented,Grades 6-7,ratios and proportional relationships,Q2,,,,,,,,,,,,,Q,Grades 6-7,ratios and proportional relationships,,,,,,,,,,,Entity;CapabilityNode
capability:Q3,proportional_relationships,CapabilityNode,mathematics,capability_topology,capability,Q,ratio_and_proportional_reasoning,implemented,Grades 6-7,ratios and proportional relationships,Q3,,,,,,,,,,,,,Q,Grades 6-7,ratios and proportional relationships,,,,,,,,,,,Entity;CapabilityNode
capability:Q4,percent_as_rate_per_hundred,CapabilityNode,mathematics,capability_topology,capability,Q,ratio_and_proportional_reasoning,implemented,Grades 6-7,ratios and proportional relationships,Q4,,,,,,,,,,,,,Q,Grades 6-7,ratios and proportional relationships,,,,,,,,,,,Entity;CapabilityNode
family:a,downstream_algebra_and_coordinate_reasoning,CapabilityFamily,mathematics,capability_topology,family,A,downstream_algebra_and_coordinate_reasoning,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,Entity;CapabilityFamily
capability:S1,signed_number_meaning,CapabilityNode,mathematics,capability_topology,capability,A,downstream_algebra_and_coordinate_reasoning,implemented,Grades 6-7,the number system,S1,,,,,,,,,,,,,A,Grades 6-7,the number system,,,,,,,,,,,Entity;CapabilityNode
capability:S2,signed_number_operations,CapabilityNode,mathematics,capability_topology,capability,A,downstream_algebra_and_coordinate_reasoning,implemented,Grades 6-7,the number system,S2,,,,,,,,,,,,,A,Grades 6-7,the number system,,,,,,,,,,,Entity;CapabilityNode
capability:E1,one_step_equations,CapabilityNode,mathematics,capability_topology,capability,A,downstream_algebra_and_coordinate_reasoning,implemented,Grades 6-8,expressions and equations,E1,,,,,,,,,,,,,A,Grades 6-8,expressions and equations,,,,,,,,,,,Entity;CapabilityNode
capability:E2,multi_step_equations,CapabilityNode,mathematics,capability_topology,capability,A,downstream_algebra_and_coordinate_reasoning,implemented,Grades 6-8,expressions and equations,E2,,,,,,,,,,,,,A,Grades 6-8,expressions and equations,,,,,,,,,,,Entity;CapabilityNode
capability:E3,variables_both_sides,CapabilityNode,mathematics,capability_topology,capability,A,downstream_algebra_and_coordinate_reasoning,implemented,Grades 6-8,expressions and equations,E3,,,,,,,,,,,,,A,Grades 6-8,expressions and equations,,,,,,,,,,,Entity;CapabilityNode
capability:A1,variable_expressions_and_substitution,CapabilityNode,mathematics,capability_topology,capability,A,downstream_algebra_and_coordinate_reasoning,implemented,Grades 6-8,expressions and equations / functions / geometry,A1,,,,,,,,,,,,,A,Grades 6-8,expressions and equations / functions / geometry,,,,,,,,,,,Entity;CapabilityNode
capability:A2,distributive_reasoning_and_combining_like_terms,CapabilityNode,mathematics,capability_topology,capability,A,downstream_algebra_and_coordinate_reasoning,implemented,Grades 6-8,expressions and equations / functions / geometry,A2,,,,,,,,,,,,,A,Grades 6-8,expressions and equations / functions / geometry,,,,,,,,,,,Entity;CapabilityNode
capability:A3,inequalities_and_solution_sets,CapabilityNode,mathematics,capability_topology,capability,A,downstream_algebra_and_coordinate_reasoning,implemented,Grades 6-8,expressions and equations / functions / geometry,A3,,,,,,,,,,,,,A,Grades 6-8,expressions and equations / functions / geometry,,,,,,,,,,,Entity;CapabilityNode
capability:A4,coordinate_plane_and_ordered_pairs,CapabilityNode,mathematics,capability_topology,capability,A,downstream_algebra_and_coordinate_reasoning,implemented,Grades 6-8,expressions and equations / functions / geometry,A4,,,,,,,,,,,,,A,Grades 6-8,expressions and equations / functions / geometry,,,,,,,,,,,Entity;CapabilityNode
capability:A5,linear_relationship_tables_and_graphs,CapabilityNode,mathematics,capability_topology,capability,A,downstream_algebra_and_coordinate_reasoning,implemented,Grades 6-8,expressions and equations / functions / geometry,A5,,,,,,,,,,,,,A,Grades 6-8,expressions and equations / functions / geometry,,,,,,,,,,,Entity;CapabilityNode
family:j,rational_number_operations_and_middle_school_computation,CapabilityFamily,mathematics,capability_topology,family,J,rational_number_operations_and_middle_school_computation,,,,,,,,,,,,,,,,,J,,,,,,,,,,,,,Entity;CapabilityFamily
capability:J1,rational_number_addition_and_subtraction,CapabilityNode,mathematics,capability_topology,capability,J,rational_number_operations_and_middle_school_computation,implemented,Grades 6-7,the number system / ratios and proportional relationships,J1,,,,,,,,,,,,,J,Grades 6-7,the number system / ratios and proportional relationships,,,,,,,,,,,Entity;CapabilityNode
capability:J2,rational_number_multiplication_and_division,CapabilityNode,mathematics,capability_topology,capability,J,rational_number_operations_and_middle_school_computation,implemented,Grades 6-7,the number system / ratios and proportional relationships,J2,,,,,,,,,,,,,J,Grades 6-7,the number system / ratios and proportional relationships,,,,,,,,,,,Entity;CapabilityNode
capability:J3,signed_rational_number_fluency_and_order,CapabilityNode,mathematics,capability_topology,capability,J,rational_number_operations_and_middle_school_computation,implemented,Grades 6-7,the number system / ratios and proportional relationships,J3,,,,,,,,,,,,,J,Grades 6-7,the number system / ratios and proportional relationships,,,,,,,,,,,Entity;CapabilityNode
capability:J4,numerical_expressions_and_absolute_value,CapabilityNode,mathematics,capability_topology,capability,J,rational_number_operations_and_middle_school_computation,implemented,Grades 6-7,the number system / ratios and proportional relationships,J4,,,,,,,,,,,,,J,Grades 6-7,the number system / ratios and proportional relationships,,,,,,,,,,,Entity;CapabilityNode
capability:J5,percent_change_discount_tax_and_markup,CapabilityNode,mathematics,capability_topology,capability,J,rational_number_operations_and_middle_school_computation,implemented,Grades 6-7,the number system / ratios and proportional relationships,J5,,,,,,,,,,,,,J,Grades 6-7,the number system / ratios and proportional relationships,,,,,,,,,,,Entity;CapabilityNode
capability:J6,proportional_application_and_scale_modeling,CapabilityNode,mathematics,capability_topology,capability,J,rational_number_operations_and_middle_school_computation,implemented,Grades 6-7,the number system / ratios and proportional relationships,J6,,,,,,,,,,,,,J,Grades 6-7,the number system / ratios and proportional relationships,,,,,,,,,,,Entity;CapabilityNode
family:k,functions_and_secondary_linear_algebra,CapabilityFamily,mathematics,capability_topology,family,K,functions_and_secondary_linear_algebra,,,,,,,,,,,,,,,,,K,,,,,,,,,,,,,Entity;CapabilityFamily
capability:K1,variable_relationships_and_independent_dependent_quantities,CapabilityNode,mathematics,capability_topology,capability,K,functions_and_secondary_linear_algebra,implemented,Grade 8 to High School,functions / algebra,K1,,,,,,,,,,,,,K,Grade 8 to High School,functions / algebra,,,,,,,,,,,Entity;CapabilityNode
capability:K2,function_as_input_output_rule,CapabilityNode,mathematics,capability_topology,capability,K,functions_and_secondary_linear_algebra,implemented,Grade 8 to High School,functions / algebra,K2,,,,,,,,,,,,,K,Grade 8 to High School,functions / algebra,,,,,,,,,,,Entity;CapabilityNode
capability:K3,slope_rate_of_change_and_linear_growth,CapabilityNode,mathematics,capability_topology,capability,K,functions_and_secondary_linear_algebra,implemented,Grade 8 to High School,functions / algebra,K3,,,,,,,,,,,,,K,Grade 8 to High School,functions / algebra,,,,,,,,,,,Entity;CapabilityNode
capability:K4,linear_equations_in_two_variables,CapabilityNode,mathematics,capability_topology,capability,K,functions_and_secondary_linear_algebra,implemented,Grade 8 to High School,functions / algebra,K4,,,,,,,,,,,,,K,Grade 8 to High School,functions / algebra,,,,,,,,,,,Entity;CapabilityNode
capability:K5,linear_functions_multiple_representations,CapabilityNode,mathematics,capability_topology,capability,K,functions_and_secondary_linear_algebra,implemented,Grade 8 to High School,functions / algebra,K5,,,,,,,,,,,,,K,Grade 8 to High School,functions / algebra,,,,,,,,,,,Entity;CapabilityNode
capability:K6,systems_of_linear_equations_and_inequalities,CapabilityNode,mathematics,capability_topology,capability,K,functions_and_secondary_linear_algebra,implemented,Grade 8 to High School,functions / algebra,K6,,,,,,,,,,,,,K,Grade 8 to High School,functions / algebra,,,,,,,,,,,Entity;CapabilityNode
capability:K7,quadratic_foundations,CapabilityNode,mathematics,capability_topology,capability,K,functions_and_secondary_linear_algebra,implemented,Grade 8 to High School,functions / algebra,K7,,,,,,,,,,,,,K,Grade 8 to High School,functions / algebra,,,,,,,,,,,Entity;CapabilityNode
family:h,secondary_geometry_transformations_and_proof,CapabilityFamily,mathematics,capability_topology,family,H,secondary_geometry_transformations_and_proof,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,Entity;CapabilityFamily
capability:H1,transformations_and_coordinate_symmetry,CapabilityNode,mathematics,capability_topology,capability,H,secondary_geometry_transformations_and_proof,implemented,Grade 8 to High School,geometry,H1,,,,,,,,,,,,,H,Grade 8 to High School,geometry,,,,,,,,,,,Entity;CapabilityNode
capability:H2,congruence_and_similarity_via_transformations,CapabilityNode,mathematics,capability_topology,capability,H,secondary_geometry_transformations_and_proof,implemented,Grade 8 to High School,geometry,H2,,,,,,,,,,,,,H,Grade 8 to High School,geometry,,,,,,,,,,,Entity;CapabilityNode
capability:H3,proof_structure_and_geometric_argument,CapabilityNode,mathematics,capability_topology,capability,H,secondary_geometry_transformations_and_proof,implemented,Grade 8 to High School,geometry,H3,,,,,,,,,,,,,H,Grade 8 to High School,geometry,,,,,,,,,,,Entity;CapabilityNode
capability:H4,right_triangle_trigonometric_ratio_foundations,CapabilityNode,mathematics,capability_topology,capability,H,secondary_geometry_transformations_and_proof,implemented,Grade 8 to High School,geometry,H4,,,,,,,,,,,,,H,Grade 8 to High School,geometry,,,,,,,,,,,Entity;CapabilityNode
capability:H5,circles_measurement_and_coordinate_geometry,CapabilityNode,mathematics,capability_topology,capability,H,secondary_geometry_transformations_and_proof,implemented,Grade 8 to High School,geometry,H5,,,,,,,,,,,,,H,Grade 8 to High School,geometry,,,,,,,,,,,Entity;CapabilityNode
family:w,secondary_statistics_and_probability,CapabilityFamily,mathematics,capability_topology,family,W,secondary_statistics_and_probability,,,,,,,,,,,,,,,,,W,,,,,,,,,,,,,Entity;CapabilityFamily
capability:W1,statistical_distributions_and_variability,CapabilityNode,mathematics,capability_topology,capability,W,secondary_statistics_and_probability,implemented,Grades 6-12,statistics and probability,W1,,,,,,,,,,,,,W,Grades 6-12,statistics and probability,,,,,,,,,,,Entity;CapabilityNode
capability:W2,bivariate_data_and_linear_association,CapabilityNode,mathematics,capability_topology,capability,W,secondary_statistics_and_probability,implemented,Grades 6-12,statistics and probability,W2,,,,,,,,,,,,,W,Grades 6-12,statistics and probability,,,,,,,,,,,Entity;CapabilityNode
capability:W3,sampling_inference_and_study_design,CapabilityNode,mathematics,capability_topology,capability,W,secondary_statistics_and_probability,implemented,Grades 6-12,statistics and probability,W3,,,,,,,,,,,,,W,Grades 6-12,statistics and probability,,,,,,,,,,,Entity;CapabilityNode
capability:W4,probability_models_and_compound_events,CapabilityNode,mathematics,capability_topology,capability,W,secondary_statistics_and_probability,implemented,Grades 6-12,statistics and probability,W4,,,,,,,,,,,,,W,Grades 6-12,statistics and probability,,,,,,,,,,,Entity;CapabilityNode
capability:W5,sampling_distributions,CapabilityNode,mathematics,capability_topology,capability,W,secondary_statistics_and_probability,implemented,Grades 6-12,statistics and probability,W5,,,,,,,,,,,,,W,Grades 6-12,statistics and probability,,,,,,,,,,,Entity;CapabilityNode
capability:W6,inference_for_proportions,CapabilityNode,mathematics,capability_topology,capability,W,secondary_statistics_and_probability,implemented,Grades 6-12,statistics and probability,W6,,,,,,,,,,,,,W,Grades 6-12,statistics and probability,,,,,,,,,,,Entity;CapabilityNode
capability:W7,inference_for_means,CapabilityNode,mathematics,capability_topology,capability,W,secondary_statistics_and_probability,implemented,Grades 6-12,statistics and probability,W7,,,,,,,,,,,,,W,Grades 6-12,statistics and probability,,,,,,,,,,,Entity;CapabilityNode
capability:W8,chi_square_reasoning,CapabilityNode,mathematics,capability_topology,capability,W,secondary_statistics_and_probability,implemented,Grades 6-12,statistics and probability,W8,,,,,,,,,,,,,W,Grades 6-12,statistics and probability,,,,,,,,,,,Entity;CapabilityNode
capability:W9,inference_for_regression_slope,CapabilityNode,mathematics,capability_topology,capability,W,secondary_statistics_and_probability,implemented,Grades 6-12,statistics and probability,W9,,,,,,,,,,,,,W,Grades 6-12,statistics and probability,,,,,,,,,,,Entity;CapabilityNode
family:b,advanced_algebra_trigonometry_and_precalculus,CapabilityFamily,mathematics,capability_topology,family,B,advanced_algebra_trigonometry_and_precalculus,,,,,,,,,,,,,,,,,B,,,,,,,,,,,,,Entity;CapabilityFamily
capability:B1,polynomial_structure_and_operations,CapabilityNode,mathematics,capability_topology,capability,B,advanced_algebra_trigonometry_and_precalculus,implemented,High School,algebra / functions / number and quantity,B1,,,,,,,,,,,,,B,High School,algebra / functions / number and quantity,,,,,,,,,,,Entity;CapabilityNode
capability:B2,rational_radical_and_exponential_functions,CapabilityNode,mathematics,capability_topology,capability,B,advanced_algebra_trigonometry_and_precalculus,implemented,High School,algebra / functions / number and quantity,B2,,,,,,,,,,,,,B,High School,algebra / functions / number and quantity,,,,,,,,,,,Entity;CapabilityNode
capability:B3,logarithmic_and_inverse_function_reasoning,CapabilityNode,mathematics,capability_topology,capability,B,advanced_algebra_trigonometry_and_precalculus,implemented,High School,algebra / functions / number and quantity,B3,,,,,,,,,,,,,B,High School,algebra / functions / number and quantity,,,,,,,,,,,Entity;CapabilityNode
capability:B4,trigonometric_functions_and_unit_circle,CapabilityNode,mathematics,capability_topology,capability,B,advanced_algebra_trigonometry_and_precalculus,implemented,High School,algebra / functions / number and quantity,B4,,,,,,,,,,,,,B,High School,algebra / functions / number and quantity,,,,,,,,,,,Entity;CapabilityNode
capability:B5,precalculus_function_synthesis_and_limits_foundations,CapabilityNode,mathematics,capability_topology,capability,B,advanced_algebra_trigonometry_and_precalculus,implemented,High School,algebra / functions / number and quantity,B5,,,,,,,,,,,,,B,High School,algebra / functions / number and quantity,,,,,,,,,,,Entity;CapabilityNode
capability:B6,trigonometric_identities_equations_and_analytic_trig,CapabilityNode,mathematics,capability_topology,capability,B,advanced_algebra_trigonometry_and_precalculus,implemented,High School,algebra / functions / number and quantity,B6,,,,,,,,,,,,,B,High School,algebra / functions / number and quantity,,,,,,,,,,,Entity;CapabilityNode
capability:B7,sequences_series_and_recursive_structure,CapabilityNode,mathematics,capability_topology,capability,B,advanced_algebra_trigonometry_and_precalculus,implemented,High School,algebra / functions / number and quantity,B7,,,,,,,,,,,,,B,High School,algebra / functions / number and quantity,,,,,,,,,,,Entity;CapabilityNode
capability:B8,complex_numbers_and_quadratic_extensions,CapabilityNode,mathematics,capability_topology,capability,B,advanced_algebra_trigonometry_and_precalculus,implemented,High School,algebra / functions / number and quantity,B8,,,,,,,,,,,,,B,High School,algebra / functions / number and quantity,,,,,,,,,,,Entity;CapabilityNode
capability:B9,conic_sections_and_coordinate_models,CapabilityNode,mathematics,capability_topology,capability,B,advanced_algebra_trigonometry_and_precalculus,implemented,High School,algebra / functions / number and quantity,B9,,,,,,,,,,,,,B,High School,algebra / functions / number and quantity,,,,,,,,,,,Entity;CapabilityNode
capability:B10,vectors_matrices_and_parametric_foundations,CapabilityNode,mathematics,capability_topology,capability,B,advanced_algebra_trigonometry_and_precalculus,implemented,High School,algebra / functions / number and quantity,B10,,,,,,,,,,,,,B,High School,algebra / functions / number and quantity,,,,,,,,,,,Entity;CapabilityNode
family:ap,advanced_placement_mathematics_pathways,CapabilityFamily,mathematics,capability_topology,family,AP,advanced_placement_mathematics_pathways,,,,,,,,,,,,,,,,,AP,,,,,,,,,,,,,Entity;CapabilityFamily
capability:AP1,ap_statistics_extension,CapabilityNode,mathematics,capability_topology,capability,AP,advanced_placement_mathematics_pathways,implemented,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,AP1,,,,,,,,,,,,,AP,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,,,,,,,,,,,Entity;CapabilityNode
capability:AP2,ap_precalculus_extension,CapabilityNode,mathematics,capability_topology,capability,AP,advanced_placement_mathematics_pathways,implemented,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,AP2,,,,,,,,,,,,,AP,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,,,,,,,,,,,Entity;CapabilityNode
capability:AP3,limits_and_continuity,CapabilityNode,mathematics,capability_topology,capability,AP,advanced_placement_mathematics_pathways,implemented,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,AP3,,,,,,,,,,,,,AP,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,,,,,,,,,,,Entity;CapabilityNode
capability:AP4,derivative_rules_and_computation,CapabilityNode,mathematics,capability_topology,capability,AP,advanced_placement_mathematics_pathways,implemented,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,AP4,,,,,,,,,,,,,AP,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,,,,,,,,,,,Entity;CapabilityNode
capability:AP5,applications_of_derivatives,CapabilityNode,mathematics,capability_topology,capability,AP,advanced_placement_mathematics_pathways,implemented,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,AP5,,,,,,,,,,,,,AP,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,,,,,,,,,,,Entity;CapabilityNode
capability:AP6,integral_meaning_and_accumulation,CapabilityNode,mathematics,capability_topology,capability,AP,advanced_placement_mathematics_pathways,implemented,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,AP6,,,,,,,,,,,,,AP,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,,,,,,,,,,,Entity;CapabilityNode
capability:AP7,applications_of_integration,CapabilityNode,mathematics,capability_topology,capability,AP,advanced_placement_mathematics_pathways,implemented,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,AP7,,,,,,,,,,,,,AP,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,,,,,,,,,,,Entity;CapabilityNode
capability:AP8,differential_equations_foundations,CapabilityNode,mathematics,capability_topology,capability,AP,advanced_placement_mathematics_pathways,implemented,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,AP8,,,,,,,,,,,,,AP,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,,,,,,,,,,,Entity;CapabilityNode
capability:AP9,bc_series_and_advanced_calculus_extensions,CapabilityNode,mathematics,capability_topology,capability,AP,advanced_placement_mathematics_pathways,implemented,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,AP9,,,,,,,,,,,,,AP,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,,,,,,,,,,,Entity;CapabilityNode
grade-band:pre-k,Pre-K,GradeBand,mathematics,standards_overlay,grade_band,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;GradeBand
grade-band:kindergarten,Kindergarten,GradeBand,mathematics,standards_overlay,grade_band,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;GradeBand
grade-band:kindergarten-to-grade-1,Kindergarten to Grade 1,GradeBand,mathematics,standards_overlay,grade_band,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;GradeBand
grade-band:grades-1-3,Grades 1-3,GradeBand,mathematics,standards_overlay,grade_band,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;GradeBand
grade-band:grades-4-5,Grades 4-5,GradeBand,mathematics,standards_overlay,grade_band,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;GradeBand
grade-band:kindergarten-to-grade-3,Kindergarten to Grade 3,GradeBand,mathematics,standards_overlay,grade_band,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;GradeBand
grade-band:grades-3-5,Grades 3-5,GradeBand,mathematics,standards_overlay,grade_band,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;GradeBand
grade-band:kindergarten-to-grade-5,Kindergarten to Grade 5,GradeBand,mathematics,standards_overlay,grade_band,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;GradeBand
grade-band:kindergarten-to-grade-2,Kindergarten to Grade 2,GradeBand,mathematics,standards_overlay,grade_band,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;GradeBand
grade-band:grades-1-2,Grades 1-2,GradeBand,mathematics,standards_overlay,grade_band,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;GradeBand
grade-band:grades-2-4,Grades 2-4,GradeBand,mathematics,standards_overlay,grade_band,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;GradeBand
grade-band:grades-2-3,Grades 2-3,GradeBand,mathematics,standards_overlay,grade_band,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;GradeBand
grade-band:grades-6-7,Grades 6-7,GradeBand,mathematics,standards_overlay,grade_band,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;GradeBand
grade-band:grades-6-8,Grades 6-8,GradeBand,mathematics,standards_overlay,grade_band,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;GradeBand
grade-band:grade-8-to-high-school,Grade 8 to High School,GradeBand,mathematics,standards_overlay,grade_band,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;GradeBand
grade-band:grades-6-12,Grades 6-12,GradeBand,mathematics,standards_overlay,grade_band,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;GradeBand
grade-band:high-school,High School,GradeBand,mathematics,standards_overlay,grade_band,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;GradeBand
grade-band:advanced-placement-post-ccss-extension,Advanced Placement / Post-CCSS extension,GradeBand,mathematics,standards_overlay,grade_band,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;GradeBand
content-domain:pre-standard-mathematical-readiness,pre-standard mathematical readiness,ContentDomain,mathematics,standards_overlay,content_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;ContentDomain
content-domain:counting-and-cardinality,counting and cardinality,ContentDomain,mathematics,standards_overlay,content_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;ContentDomain
content-domain:operations-and-algebraic-thinking,operations and algebraic thinking,ContentDomain,mathematics,standards_overlay,content_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;ContentDomain
content-domain:number-and-operations-in-base-ten,number and operations in base ten,ContentDomain,mathematics,standards_overlay,content_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;ContentDomain
content-domain:number-and-operations-in-base-ten-number-and-operations-with-fractions,number and operations in base ten / number and operations with fractions,ContentDomain,mathematics,standards_overlay,content_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;ContentDomain
content-domain:operations-and-algebraic-thinking-number-and-operations-with-fractions,operations and algebraic thinking / number and operations with fractions,ContentDomain,mathematics,standards_overlay,content_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;ContentDomain
content-domain:operations-and-algebraic-thinking-number-and-operations-in-base-ten,operations and algebraic thinking / number and operations in base ten,ContentDomain,mathematics,standards_overlay,content_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;ContentDomain
content-domain:measurement-and-data,measurement and data,ContentDomain,mathematics,standards_overlay,content_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;ContentDomain
content-domain:geometry,geometry,ContentDomain,mathematics,standards_overlay,content_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;ContentDomain
content-domain:operations-and-algebraic-thinking-number-representation,operations and algebraic thinking / number representation,ContentDomain,mathematics,standards_overlay,content_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;ContentDomain
content-domain:number-and-operations-in-base-ten-number-representation,number and operations in base ten / number representation,ContentDomain,mathematics,standards_overlay,content_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;ContentDomain
content-domain:number-and-operations-with-fractions,number and operations with fractions,ContentDomain,mathematics,standards_overlay,content_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;ContentDomain
content-domain:ratios-and-proportional-relationships,ratios and proportional relationships,ContentDomain,mathematics,standards_overlay,content_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;ContentDomain
content-domain:the-number-system,the number system,ContentDomain,mathematics,standards_overlay,content_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;ContentDomain
content-domain:expressions-and-equations,expressions and equations,ContentDomain,mathematics,standards_overlay,content_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;ContentDomain
content-domain:expressions-and-equations-functions-geometry,expressions and equations / functions / geometry,ContentDomain,mathematics,standards_overlay,content_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;ContentDomain
content-domain:the-number-system-ratios-and-proportional-relationships,the number system / ratios and proportional relationships,ContentDomain,mathematics,standards_overlay,content_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;ContentDomain
content-domain:functions-algebra,functions / algebra,ContentDomain,mathematics,standards_overlay,content_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;ContentDomain
content-domain:statistics-and-probability,statistics and probability,ContentDomain,mathematics,standards_overlay,content_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;ContentDomain
content-domain:algebra-functions-number-and-quantity,algebra / functions / number and quantity,ContentDomain,mathematics,standards_overlay,content_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;ContentDomain
content-domain:advanced-coursework-beyond-the-current-codified-k-12-standards-corpus,advanced coursework beyond the current codified K-12 standards corpus,ContentDomain,mathematics,standards_overlay,content_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;ContentDomain
performance-level:proficient,Proficient,PerformanceLevel,mathematics,standards_overlay,performance_level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;PerformanceLevel
ccss-anchor:pre-k:pre-kindergarten-readiness-prior-to-kindergarten-mathematics-standards,pre-kindergarten readiness prior to kindergarten mathematics standards,StandardsAnchor,mathematics,standards_overlay,ccss_anchor,,,,Pre-K,pre-standard mathematical readiness,,,,,,,,,,,,,,,,,,,,,,,,,,,Entity;StandardsAnchor
